,town_geocode
4815,"('1.34504744920415', '103.698147806019')"
4816,"('1.3470129261942', '103.697949461953')"
4817,"('1.3829779022172', '103.937054462632')"
4818,"('1.36323870680686', '103.951624679385')"
4819,"('1.33107747701121', '103.856607585662')"
4820,"('1.33646658279122', '103.853221418049')"
4821,"('1.43036127914544', '103.778803360101')"
4822,"('1.44191072365748', '103.789471100426')"
4823,"('1.44013740744835', '103.790566121023')"
4824,"('1.41935683056407', '103.833073416324')"
4825,"('1.42087184158348', '103.839138942875')"
4826,"('1.42171348124463', '103.83554529409')"
4827,"('1.3558197392173', '103.848814619047')"
4828,"('1.35824518191713', '103.845504295296')"
4829,"('1.35828690353072', '103.846224760421')"
4830,"('1.35492717199264', '103.848545126427')"
4831,"('1.38282662612164', '103.748014485664')"
4832,"('1.38038258134348', '103.746190535886')"
4833,"('1.3794475026281', '103.748287395227')"
4834,"('1.37893861533693', '103.741023148247')"
4835,"('1.31666887543625', '103.87609745599')"
4836,"('1.32748326048826', '103.721043759531')"
4837,"('1.3445367697679', '103.696986199669')"
4838,"('1.36374403779246', '103.961284660576')"
4839,"('1.37841964903681', '103.937790479995')"
4840,"('1.37084205506613', '103.957860588609')"
4841,"('1.37281631901907', '103.876339684598')"
4842,"('1.35409827072203', '103.958752054019')"
4843,"('1.43074665314852', '103.781161363841')"
4844,"('1.42081685421992', '103.838166008926')"
4845,"('1.41978323945218', '103.840574022602')"
4846,"('1.35453674224831', '103.847451973086')"
4847,"('1.35554884726043', '103.848541212741')"
4848,"('1.35794929131792', '103.846767675257')"
4849,"('1.38308302434129', '103.747076627693')"
4850,"('1.38058554951928', '103.747098393775')"
4851,"('1.39629871036485', '103.746022677229')"
4852,"('1.34365710594288', '103.696064246043')"
4853,"('1.34366944653227', '103.698298346243')"
4854,"('1.3451004516425', '103.706911682245')"
4855,"('1.36745077992385', '103.952550105586')"
4856,"('1.37142743816904', '103.954479067916')"
4857,"('1.29225523437497', '103.814879807351')"
4858,"('1.35567033756803', '103.956434779626')"
4859,"('1.42814010815124', '103.772821890569')"
4860,"('1.35568127443062', '103.847808322232')"
4861,"('1.35674001530713', '103.849329508235')"
4862,"('1.35858842037883', '103.845522513275')"
4863,"('1.35637063078371', '103.849221049026')"
4864,"('1.36033727387085', '103.843963448891')"
4865,"('1.35506686853913', '103.846946060532')"
4866,"('1.37602906861135', '103.772784291707')"
4867,"('1.37829768797221', '103.754071398872')"
4868,"('1.37975664367524', '103.748749195334')"
4869,"('1.3926269274726', '103.741798790047')"
4870,"('1.37952212282495', '103.894768065848')"
4871,"('1.37782286772973', '103.890322564862')"
4872,"('1.344465010852', '103.698164448697')"
4873,"('1.34327052762893', '103.696862968484')"
4874,"('1.42974761626252', '103.776015339553')"
4875,"('1.43477628027223', '103.778216808762')"
4876,"('1.35615290745994', '103.848976985255')"
4877,"('1.35784120462222', '103.848940368039')"
4878,"('1.35856894136106', '103.847594243597')"
4879,"('1.35900490923943', '103.847006575058')"
4880,"('1.36326877890118', '103.746610701623')"
4881,"('1.34900647948549', '103.751706683374')"
4882,"('1.28549378363945', '103.832599980169')"
4883,"('1.38125366450287', '103.767257123254')"
4884,"('1.38008135969444', '103.746113120679')"
4885,"('1.37781103678698', '103.889725702243')"
4886,"('1.37859799173852', '103.893427304657')"
4887,"('1.34304085872336', '103.695640816169')"
4888,"('1.34374461019775', '103.696418783167')"
4889,"('1.34372249761305', '103.697467051452')"
4890,"('1.34163032255525', '103.695832219555')"
4891,"('1.36418010991491', '103.958735554564')"
4892,"('1.35069890623764', '103.957515688038')"
4893,"('1.43010378077548', '103.775977116694')"
4894,"('1.42974674839319', '103.77913489252')"
4895,"('1.44066510879797', '103.787309555166')"
4896,"('1.4187353006021', '103.835703280669')"
4897,"('1.42055266140114', '103.841217156266')"
4898,"('1.43576230295726', '103.836728943247')"
4899,"('1.35487654982642', '103.847594065589')"
4900,"('1.27727696508456', '103.831093355841')"
4901,"('1.39577216416704', '103.743789183815')"
4902,"('1.37644174470675', '103.890133774852')"
4903,"('1.37251992138059', '103.897005554551')"
4904,"('1.37747962786897', '103.890340424695')"
4905,"('1.35633467879656', '103.883722694788')"
4906,"('1.37318924489331', '103.946360527843')"
4907,"('1.37410323410336', '103.961991002637')"
4908,"('1.37409137626789', '103.937134012769')"
4909,"('1.37258743090674', '103.958120451767')"
4910,"('1.37060375736955', '103.96301959535')"
4911,"('1.37593369392519', '103.94650247586')"
4912,"('1.37203547186336', '103.87372441663')"
4913,"('1.37177912019467', '103.872785610012')"
4914,"('1.35157120885478', '103.938444966547')"
4915,"('1.44343770450452', '103.792255388168')"
4916,"('1.42305346445824', '103.840410313172')"
4917,"('1.4196668805325', '103.834890681721')"
4918,"('1.35464222026017', '103.848183306018')"
4919,"('1.35717822124501', '103.848152969032')"
4920,"('1.35844205362798', '103.848263884941')"
4921,"('1.35971687105085', '103.843103108262')"
4922,19 KG BAHRU HILLunavailable
4923,"('1.28561526398792', '103.833116272886')"
4924,"('1.3820241469387', '103.740310723833')"
4925,"('1.38957559400369', '103.741058409113')"
4926,"('1.3932185910197', '103.74674083544')"
4927,"('1.37720482410485', '103.893288183891')"
4928,"('1.34588339112666', '103.731083620161')"
4929,"('1.34729445566249', '103.699195342781')"
4930,"('1.34409760357644', '103.696723900687')"
4931,"('1.34235316411477', '103.696675247078')"
4932,"('1.32810958408436', '103.857125685289')"
4933,"('1.37715617697613', '103.934482322299')"
4934,"('1.37808319671689', '103.938173011726')"
4935,"('1.37872763653437', '103.938075324683')"
4936,"('1.44035067628585', '103.787094366564')"
4937,"('1.33362172764796', '103.941297342188')"
4938,"('1.3213611911805', '103.936185399688')"
4939,"('1.36042894626787', '103.8447773181')"
4940,"('1.35854600472842', '103.847127301001')"
4941,"('1.35847822127518', '103.846408011135')"
4942,"('1.35941996844392', '103.847150338684')"
4943,"('1.34857905320066', '103.848348015837')"
4944,"('1.35708728798563', '103.848808695541')"
4945,"('1.35627246709414', '103.848249854181')"
4946,"('1.28730052130543', '103.807988268738')"
4947,"('1.28488193684795', '103.83104242125')"
4948,"('1.38372413417485', '103.739787430026')"
4949,"('1.38464414439202', '103.741833630214')"
4950,"('1.3771741721863', '103.889474443456')"
4951,"('1.37948875169894', '103.893848534648')"
4952,"('1.3784777516539', '103.895888535266')"
4953,"('1.37697434058101', '103.895998625016')"
4954,"('1.37776288093998', '103.896274487048')"
4955,"('1.3784884976611', '103.890722228329')"
4956,"('1.37720977790324', '103.89384563357')"
4957,"('1.37845287132506', '103.893940438799')"
4958,"('1.37815921774006', '103.895409744126')"
4959,"('1.3490218244111', '103.729609271898')"
4960,"('1.34178121001946', '103.737251510685')"
4961,"('1.37517714700663', '103.959207233132')"
4962,"('1.37480098096567', '103.959362372842')"
4963,"('1.37389876519666', '103.958929343522')"
4964,"('1.37337990743405', '103.961401813164')"
4965,"('1.37110870483675', '103.962453963376')"
4966,"('1.3702641842037', '103.96240968764')"
4967,"('1.37064325604553', '103.961453770838')"
4968,"('1.36703127928147', '103.961627543415')"
4969,"('1.37453577975309', '103.874598251793')"
4970,"('1.3743011567015', '103.872556024989')"
4971,"('1.3716417290328', '103.874102228394')"
4972,"('1.37269507866103', '103.872856788426')"
4973,"('1.35311031731217', '103.937699927291')"
4974,"('1.337083957059', '103.85354103689')"
4975,"('1.44293234437699', '103.7895456612')"
4976,"('1.42201523201179', '103.840714295544')"
4977,"('1.3694605445784', '103.834659046016')"
4978,"('1.36161482106062', '103.843937147665')"
4979,"('1.36191020704912', '103.844170608274')"
4980,"('1.37829226381639', '103.744574238625')"
4981,"('1.39219218072532', '103.742143506429')"
4982,"('1.39248775672758', '103.745678714678')"
4983,"('1.3784914476911', '103.89630799316')"
4984,"('1.37880458762233', '103.894283804483')"
4985,"('1.35660452934466', '103.883650622241')"
4986,"('1.34761065347483', '103.699229430991')"
4987,"('1.37449376842352', '103.958958334109')"
4988,"('1.36484627527981', '103.964113174726')"
4989,"('1.37918074333783', '103.936553749218')"
4990,"('1.36874938280848', '103.948912804889')"
4991,"('1.36702531507779', '103.952134572584')"
4992,"('1.36310057764065', '103.962012302637')"
4993,"('1.3809343990191', '103.936234669952')"
4994,"('1.37496053801206', '103.943992724645')"
4995,"('1.37183660981489', '103.959469524587')"
4996,"('1.37662680679937', '103.94458886029')"
4997,"('1.37714407371089', '103.94300000834')"
4998,"('1.37481936231407', '103.875125282456')"
4999,"('1.3738757370708', '103.875172781418')"
5000,"('1.37421846169094', '103.874578898537')"
5001,"('1.3748688262284', '103.874126764503')"
5002,"('1.37380603093526', '103.873980237636')"
5003,"('1.35989315339663', '103.955756570936')"
5004,"('1.35496004375845', '103.95852095013')"
5005,"('1.35401954349057', '103.961599844443')"
5006,"('1.35291726067425', '103.938794717769')"
5007,"('1.35316617534528', '103.958287519034')"
5008,"('1.43357858402054', '103.778353455619')"
5009,"('1.36876058776016', '103.851771128044')"
5010,"('1.33355240428878', '103.906516943919')"
5011,"('1.33475931734523', '103.908709087727')"
5012,"('1.36192324092535', '103.842999164881')"
5013,"('1.36137886436098', '103.843318214873')"
5014,"('1.36203988078612', '103.843757579962')"
5015,"('1.36224314715991', '103.843102386534')"
5016,"('1.3597368747274', '103.844696133217')"
5017,"('1.28786130507779', '103.807648167533')"
5018,"('1.37970871614932', '103.742871205952')"
5019,"('1.38115995023886', '103.745292702375')"
5020,"('1.32720568580381', '103.88626741965')"
5021,"('1.37814103956038', '103.891257788208')"
5022,"('1.37878134847955', '103.89515130337')"
5023,"('1.34300945708877', '103.697479925355')"
5024,"('1.34828949021977', '103.696205676966')"
5025,"('1.34583873807476', '103.691652319476')"
5026,"('1.36523251393642', '103.960283310204')"
5027,"('1.36529812070636', '103.959160173062')"
5028,"('1.37052585413033', '103.950190147686')"
5029,"('1.37301618639189', '103.962368251713')"
5030,"('1.36749750148651', '103.962384353702')"
5031,"('1.36429559341709', '103.962306880543')"
5032,"('1.37624527808676', '103.943264774803')"
5033,"('1.38223062076004', '103.938183410003')"
5034,"('1.37357662492441', '103.937791292514')"
5035,"('1.37136157858945', '103.950398439602')"
5036,"('1.37132342766086', '103.874085635267')"
5037,"('1.35035198508251', '103.868996990604')"
5038,"('1.37302429036592', '103.875829212325')"
5039,"('1.35609173314841', '103.951045423001')"
5040,"('1.43333288494876', '103.777755663812')"
5041,"('1.43494883445469', '103.83815958338')"
5042,"('1.42014040330851', '103.839692516009')"
5043,"('1.42050989660959', '103.83186338017')"
5044,"('1.41835313714077', '103.838412790486')"
5045,"('1.4162434457968', '103.835248990663')"
5046,"('1.33439908281466', '103.914501162624')"
5047,"('1.36067416170778', '103.843353629778')"
5048,"('1.3808318992022', '103.74293968344')"
5049,"('1.38112967018954', '103.741877152961')"
5050,"('1.38180972459048', '103.742381573149')"
5051,"('1.38121893045435', '103.739482403988')"
5052,"('1.39846759912749', '103.744645761889')"
5053,"('1.37925189898679', '103.893162046133')"
5054,"('1.35693439635221', '103.884512515118')"
5055,"('1.37147266452788', '103.890144120259')"
5056,"('1.38049481873122', '103.889760539985')"
5057,"('1.37145484462509', '103.963382896053')"
5058,"('1.37019473534464', '103.961614666613')"
5059,"('1.3661338285701', '103.963882577863')"
5060,"('1.36515883327775', '103.95723054886')"
5061,"('1.37909887619243', '103.938291307224')"
5062,"('1.37339499084047', '103.872462890152')"
5063,"('1.36210016949586', '103.95490902637')"
5064,"('1.35238834231733', '103.959443360689')"
5065,"('1.43672478418958', '103.836966390282')"
5066,"('1.42217797659502', '103.83859814121')"
5067,"('1.33101555033747', '103.915165583026')"
5068,"('1.33231453771743', '103.905520202093')"
5069,"('1.33433246206686', '103.906386015918')"
5070,"('1.35763464029646', '103.842813287198')"
5071,"('1.35688865638722', '103.842673876424')"
5072,"('1.36040959224239', '103.844372434323')"
5073,"('1.38032442970476', '103.74259978067')"
5074,"('1.38105979818198', '103.741260167797')"
5075,"('1.38132792158886', '103.742568460559')"
5076,"('1.38280878340153', '103.744790220928')"
5077,"('1.39461061740799', '103.742663804267')"
5078,"('1.38933738267797', '103.740876076316')"
5079,"('1.38435516978372', '103.746146014182')"
5080,"('1.31831563774111', '103.899024728378')"
5081,"('1.31851757833444', '103.898787544418')"
5082,"('1.3797347301581', '103.890205700216')"
5083,"('1.37994979000929', '103.89043869276')"
5084,"('1.38002721050134', '103.889496326083')"
5085,"('1.34549617797228', '103.698708059871')"
5086,"('1.3749412781673', '103.960590046535')"
5087,"('1.36902277185274', '103.960913196589')"
5088,"('1.36155035352404', '103.962008512252')"
5089,"('1.37336872347599', '103.962796974808')"
5090,"('1.38172033104503', '103.93811088156')"
5091,"('1.38262059331192', '103.936631122283')"
5092,"('1.35886425463447', '103.957299555489')"
5093,"('1.35641014489862', '103.945141459551')"
5094,"('1.35146093987752', '103.956074916044')"
5095,"('1.35883428878933', '103.959075281438')"
5096,"('1.35262855057464', '103.95864453337')"
5097,"('1.33521063790069', '103.865776268967')"
5098,"('1.44011704008155', '103.792874705131')"
5099,"('1.43233355181896', '103.780226941875')"
5100,"('1.43745488266891', '103.778927262835')"
5101,"('1.4415399886956', '103.792755862349')"
5102,"('1.43368262673441', '103.78387506315')"
5103,"('1.43631845206637', '103.789947950224')"
5104,"('1.41676014906923', '103.834594972776')"
5105,"('1.4195429286047', '103.839672741079')"
5106,"('1.37746341295119', '103.839130090374')"
5107,"('1.33167117872807', '103.906537912581')"
5108,"('1.3318679857149', '103.907573911026')"
5109,"('1.33361429610515', '103.942628254514')"
5110,"('1.33465458085889', '103.908221555514')"
5111,"('1.3589002858095', '103.842593312869')"
5112,"('1.35661575812609', '103.842317636339')"
5113,"('1.34749920722746', '103.757617372041')"
5114,"('1.28443456965915', '103.831598973038')"
5115,"('1.38541423920397', '103.771680832909')"
5116,"('1.37927183528093', '103.74066488084')"
5117,"('1.37885430144501', '103.740416962384')"
5118,"('1.378703619825', '103.739795696799')"
5119,"('1.37920252711367', '103.739438134005')"
5120,"('1.38041759813853', '103.740828418583')"
5121,"('1.37991383605328', '103.740467037393')"
5122,"('1.38225681754484', '103.740957419462')"
5123,"('1.38345332138043', '103.739367787801')"
5124,"('1.37816186090289', '103.890689988712')"
5125,"('1.3707495459136', '103.890329112915')"
5126,"('1.32307929386097', '103.737791107104')"
5127,"('1.36816269868754', '103.961803251946')"
5128,"('1.3677785523953', '103.960765697169')"
5129,"('1.36591990037955', '103.956348545314')"
5130,"('1.37804865266679', '103.937574532149')"
5131,"('1.37395444804941', '103.938066568404')"
5132,"('1.29664619926238', '103.803619402049')"
5133,"('1.37335579110496', '103.873242699243')"
5134,"('1.37280032208417', '103.872107966128')"
5135,"('1.35341689800131', '103.963011755353')"
5136,"('1.35987583112286', '103.953459904777')"
5137,"('1.35976324314565', '103.959011125431')"
5138,"('1.35926416653664', '103.959503982842')"
5139,"('1.43150897103474', '103.776361760175')"
5140,"('1.42886831527826', '103.774774277132')"
5141,"('1.41405289107273', '103.835887621905')"
5142,"('1.41913054136774', '103.839820299047')"
5143,"('1.38183547752751', '103.841369094655')"
5144,"('1.37746746996281', '103.838776659182')"
5145,"('1.35696105024892', '103.842165426934')"
5146,"('1.35616040837393', '103.842970271005')"
5147,"('1.36084443929401', '103.845181154251')"
5148,"('1.35686236850321', '103.84972330006')"
5149,"('1.36470350565862', '103.744246776207')"
